Source / Medium,date_launched,date_ended,Users,New Users,Sessions,Bounce Rate,Pageviews,Avg. Session Duration,Conversion Rate (%),Transactions,Quantity Sold,Revenue,Month,WeekDayName,Year
Direct,2020-09-20,4/22/2021,4167,3199,5893,50.52,7679,121,10.31,29,25,4775,September,Sunday,2020
Direct,2019-06-10,12/31/2019,2250,1659,3250,62.89,4301,199,4.12,12,8,1472,June,Monday,2019
Direct,2020-10-23,4/12/2021,58688,39125,78251,54.64,102754,60,10.31,355,262,88294,October,Friday,2020
Affiliates,2020-06-02,12/3/2020,16376,11248,22331,42.27,30000,225,8.25,129,111,4995,June,Tuesday,2020
Social,2020-07-22,2/12/2021,120449,85166,164249,46.39,202408,242,2.06,881,552,76176,July,Wednesday,2020
Organic,2019-05-29,12/23/2019,98314,75473,130092,55.67,176084,60,11.34,577,437,163001,May,Wednesday,2019
Direct,2019-05-01,11/25/2019,188972,141252,251963,69.07,315590,69,6.19,779,677,226118,May,Wednesday,2019
Display,2019-07-30,3/11/2020,18994,14389,25901,69.07,35320,199,10.31,80,61,25498,July,Tuesday,2019
Referral,2019-08-29,2/28/2020,166785,121298,230803,43.3,286755,173,10.31,1309,833,339031,August,Thursday,2019
Paid Search,2020-04-02,10/1/2020,195736,132468,272844,74.23,385840,216,7.22,703,476,126616,April,Thursday,2020
Referral,2019-10-14,4/22/2020,20514,14298,26109,61.86,34548,199,8.25,100,65,24700,October,Monday,2019
Email,2019-03-13,10/16/2019,185118,129022,233735,60.82,311647,173,4.12,916,749,211967,March,Wednesday,2019
Referral,2020-10-02,3/30/2021,130639,89732,186062,69.07,236806,181,6.19,575,389,49792,October,Friday,2020
Paid Search,2019-08-04,2/4/2020,34511,24402,46363,45.36,63222,130,1.03,253,156,58032,August,Sunday,2019
Referral,2020-11-23,5/22/2021,77979,54349,99246,51.55,121301,164,4.12,481,335,135005,November,Monday,2020
Display,2019-07-09,1/21/2020,75163,56182,97940,51.55,138501,78,8.25,475,317,27579,July,Tuesday,2019
Direct,2020-09-20,3/26/2021,146648,97765,207381,72.16,286982,95,1.03,577,472,149152,September,Sunday,2020
Direct,2020-12-20,,82947,58649,115623,56.7,165843,52,1.03,501,435,33930,December,Sunday,2020
Referral,2020-05-22,11/30/2020,145599,111773,185308,69.07,233975,52,4.12,573,498,175296,May,Friday,2020
Paid Search,2020-05-06,12/10/2020,149693,102819,189006,69.07,255826,164,6.19,585,420,127260,May,Wednesday,2020
Affiliates,2020-12-20,,66534,44356,81991,53.61,103524,225,8.25,380,261,104922,December,Sunday,2020
Email,2019-09-01,4/12/2020,81999,62120,107675,41.24,133778,69,1.03,633,467,128892,September,Sunday,2019
Referral,2019-10-08,4/6/2020,183711,122474,233814,62.89,311752,52,1.03,868,614,95170,October,Tuesday,2019
Paid Search,2020-12-29,,91623,71262,124015,71.13,156585,52,3.09,358,307,78899,December,Tuesday,2020
Organic,2020-02-19,8/10/2020,112088,83783,143790,41.24,206244,60,9.28,845,691,51134,February,Wednesday,2020
Organic,2019-11-21,6/29/2020,160785,112062,232245,60.82,321390,130,5.15,910,772,116572,November,Thursday,2019
Referral,2020-03-09,10/8/2020,99746,76573,127957,43.3,157684,138,8.25,726,521,126082,March,Monday,2020
Affiliates,2020-09-22,4/25/2021,149723,108889,184507,61.86,266510,86,1.03,704,512,181760,September,Tuesday,2020
Paid Search,2020-10-17,5/1/2021,131428,98239,171255,49.48,245638,164,9.28,865,725,213875,October,Saturday,2020
Organic,2020-07-31,3/2/2021,106246,74050,153466,56.7,217023,251,5.15,665,598,200330,July,Friday,2020
Display,2019-05-27,11/19/2019,181710,135824,253293,60.82,324931,173,2.06,992,731,250733,May,Monday,2019
Email,2019-03-09,9/1/2019,72116,54633,103439,63.92,136874,225,1.03,373,298,22350,March,Saturday,2019
Direct,2019-03-07,9/12/2019,174184,135476,216410,55.67,299476,199,5.15,959,727,237002,March,Thursday,2019
Organic,2020-05-15,12/20/2020,41790,29126,54876,41.24,79265,190,9.28,322,218,54064,May,Friday,2020
Direct,2019-07-23,2/12/2020,169308,128264,239425,47.42,338581,259,5.15,1259,903,68628,July,Tuesday,2019
Social,2020-12-14,,28256,19979,39958,47.42,54085,173,9.28,210,168,76608,December,Monday,2020
Social,2020-12-24,,87041,66819,117813,45.36,148754,130,7.22,644,520,119600,December,Thursday,2020
Referral,2019-07-04,12/26/2019,105578,78917,133306,50.52,175048,69,2.06,660,447,190869,July,Thursday,2019
Referral,2020-05-06,10/21/2020,51567,35420,64068,47.42,86071,147,3.09,337,266,61712,May,Wednesday,2020
Paid Search,2019-12-13,7/12/2020,45119,32358,61526,65.98,80170,242,1.03,209,127,6350,December,Friday,2019
Display,2019-09-06,2/23/2020,77498,57928,111942,74.23,140210,121,8.25,288,221,50609,September,Friday,2019
Paid Search,2019-06-20,1/6/2020,191820,147256,273198,58.76,344947,268,6.19,1127,854,251076,June,Thursday,2019
Organic,2019-04-24,10/7/2019,145855,106076,194473,64.95,259297,60,12.37,682,448,51968,April,Wednesday,2019
Email,2019-08-01,2/15/2020,95559,68532,131273,47.42,168401,52,10.31,690,627,267729,August,Thursday,2019
Organic,2020-12-10,,144999,99595,188938,51.55,257643,242,9.28,915,665,284620,December,Thursday,2020
Affiliates,2020-03-29,9/26/2020,147906,103086,201690,53.61,254659,199,4.12,936,624,88608,March,Sunday,2020
Paid Search,2019-12-01,5/15/2020,181060,140824,228611,46.39,290959,164,8.25,1226,1090,66490,December,Sunday,2019
Paid Search,2020-03-30,10/13/2020,76546,56443,93556,74.23,124741,225,1.03,241,180,35640,March,Monday,2020
Referral,2019-10-07,4/7/2020,174891,123660,217289,56.7,278744,225,3.09,941,665,121695,October,Monday,2019
Referral,2019-04-24,10/8/2019,30637,21972,37445,63.92,51440,164,9.28,135,86,9976,April,Wednesday,2019
Display,2019-03-17,10/23/2019,50395,38687,70248,46.39,95793,60,4.12,377,274,82748,March,Sunday,2019
Direct,2020-04-21,10/6/2020,34651,23101,44801,43.3,57472,173,8.25,254,182,28028,April,Tuesday,2020
Email,2019-06-04,12/13/2019,168473,117421,234841,53.61,291772,233,7.22,1089,737,193094,June,Tuesday,2019
Paid Search,2019-12-05,6/28/2020,56806,38444,74020,56.7,101684,52,5.15,321,289,32657,December,Thursday,2019
Referral,2019-02-18,8/28/2019,91837,64008,124305,49.48,172018,277,3.09,628,533,79417,February,Monday,2019
Social,2020-11-05,,94145,70371,124576,56.7,154776,277,7.22,539,403,63271,November,Thursday,2020
Email,2020-07-02,1/12/2021,13443,10456,16838,49.48,23641,95,12.37,85,61,10614,July,Thursday,2020
Affiliates,2020-07-23,1/14/2021,68119,49541,88073,61.86,108534,190,4.12,336,302,32616,July,Thursday,2020
Email,2020-02-12,8/11/2020,42984,29090,52970,47.42,74907,95,7.22,279,203,31059,February,Wednesday,2020
Organic,2020-02-04,7/20/2020,1682,1212,2274,49.82,9928,219,0.48,11,23,2198,February,Tuesday,2020
Paid Search,2019-06-04,11/22/2019,132019,89346,161357,71.13,200474,78,12.37,466,297,22869,June,Tuesday,2019
Direct,2019-07-08,1/24/2020,98012,76232,124743,52.58,172624,104,10.31,592,443,89043,July,Monday,2019
Affiliates,2020-12-13,,142019,100417,203704,50.52,277778,69,9.28,1008,764,51188,December,Sunday,2020
Display,2019-10-31,4/26/2020,184436,122957,231011,60.82,317348,130,10.31,905,704,63360,October,Thursday,2019
Affiliates,2020-07-02,12/15/2020,181951,130490,251791,71.13,330635,95,4.12,727,485,153260,July,Thursday,2020
Social,2020-05-04,10/20/2020,30296,20809,37028,61.86,51989,104,1.03,141,128,30208,May,Monday,2020
Organic,2020-09-13,2/28/2021,166742,119583,215586,53.61,311402,104,7.22,1000,616,120736,September,Sunday,2020
Affiliates,2019-05-15,11/20/2019,100951,78517,126444,57.73,158374,138,10.31,534,388,73720,May,Wednesday,2019
Display,2019-01-25,7/18/2019,46910,33169,58756,54.64,82496,78,6.19,267,191,65895,January,Friday,2019
Display,2020-06-13,1/22/2021,36191,27156,51894,49.67,167903,97,0.7,364,635,42734,June,Saturday,2020
Organic,2019-08-13,3/12/2020,134442,92344,184688,57.73,246251,216,6.19,781,663,167076,August,Tuesday,2019
Direct,2020-09-05,4/10/2021,146871,103848,179509,44.33,232092,259,7.22,999,848,331568,September,Saturday,2020
Referral,2019-08-11,2/13/2020,125372,84848,153232,62.89,219787,181,9.28,569,374,159324,August,Sunday,2019
Direct,2020-05-09,11/3/2020,133591,102555,192965,62.89,251439,104,7.22,716,506,164956,May,Saturday,2020
Direct,2020-10-09,4/18/2021,95743,71565,124756,41.24,160041,207,4.12,733,526,173054,October,Friday,2020
Organic,2019-04-16,11/2/2019,147714,110412,213365,72.16,269400,52,4.12,594,450,32850,April,Tuesday,2019
Email,2020-09-06,3/30/2021,184669,138035,233168,60.82,294404,156,11.34,914,711,214722,September,Sunday,2020
Social,2019-04-12,10/15/2019,111106,81927,148141,69.07,184054,251,9.28,458,352,85184,April,Friday,2019
Referral,2020-10-23,5/1/2021,87710,61131,119605,47.42,155849,164,8.25,629,565,184190,October,Friday,2020
Paid Search,2019-06-15,12/14/2019,33749,22499,48408,42.27,60143,147,6.19,279,251,38403,June,Saturday,2019
Paid Search,2020-02-20,8/29/2020,137703,91802,182213,67.01,257675,78,3.09,601,540,118260,February,Thursday,2020
Referral,2019-03-10,9/23/2019,167436,126845,204644,62.89,262523,86,3.09,759,514,147518,March,Sunday,2019
Paid Search,2020-09-25,5/3/2021,30435,21827,40580,67.01,54926,78,8.25,134,92,41032,September,Friday,2020
Display,2019-10-11,4/16/2020,67386,50369,95293,41.24,127057,69,2.06,560,390,26910,October,Friday,2019
Referral,2019-07-25,1/11/2020,115188,81446,141949,61.86,176361,78,7.22,541,470,51700,July,Thursday,2019
Email,2019-03-07,9/19/2019,25437,19527,32117,68.04,46391,164,1.03,103,62,10788,March,Thursday,2019
Paid Search,2020-10-22,5/11/2021,70322,48302,86659,70.1,122548,259,9.28,259,173,64875,October,Thursday,2020
Referral,2020-04-08,11/8/2020,48224,35072,58940,54.64,78587,199,4.12,267,186,16554,April,Wednesday,2020
Organic,2020-08-13,3/12/2021,41966,30521,53411,53.61,77149,52,5.15,248,203,83839,August,Thursday,2020
Social,2020-04-01,10/17/2020,145093,109919,205182,74.23,286011,69,4.12,529,433,76208,April,Wednesday,2020
Organic,2019-01-03,7/15/2019,186333,129868,257855,48.45,364643,277,10.31,1329,873,223488,January,Thursday,2019
Display,2019-04-28,10/23/2019,119099,85414,152784,56.7,195996,225,11.34,662,475,144400,April,Sunday,2019
Social,2020-11-17,,161403,115754,223356,57.73,311345,156,9.28,944,811,109485,November,Tuesday,2020
Organic,2019-09-15,4/1/2020,90,83,137,0.0,465,223,18.98,26,42,5908,September,Sunday,2019
Direct,2019-08-12,3/7/2020,71346,52609,100173,48.45,141659,173,12.37,516,438,59130,August,Monday,2019
Display,2020-01-30,8/5/2020,107280,72604,131120,47.42,161582,259,8.25,689,564,168072,January,Thursday,2020
Social,2020-08-28,3/4/2021,135187,95587,188442,54.64,234125,199,1.03,855,656,110864,August,Friday,2020
Affiliates,2020-02-03,8/5/2020,95794,72571,121920,53.61,157634,277,9.28,566,360,99360,February,Monday,2020
Paid Search,2019-12-06,6/30/2020,70159,49607,99923,62.89,144333,259,4.12,371,311,31100,December,Friday,2019
Paid Search,2019-07-30,1/14/2020,57902,43865,74863,62.89,101330,69,12.37,278,253,60720,July,Tuesday,2019
Affiliates,2020-03-31,11/4/2020,64887,45224,80617,54.64,99346,138,1.03,366,307,133238,March,Tuesday,2020
Organic,2020-06-23,12/9/2020,168060,123923,227475,65.98,305598,259,5.15,774,633,269658,June,Tuesday,2020
Affiliates,2019-01-03,8/1/2019,115685,84135,163595,60.82,223084,173,7.22,641,505,62620,January,Thursday,2019
Display,2019-03-23,9/20/2019,32941,22626,42923,52.58,55063,277,4.12,204,142,17608,March,Saturday,2019
Display,2019-01-02,7/20/2019,31607,24264,43420,71.13,54385,121,8.25,125,83,18426,January,Wednesday,2019
Direct,2020-07-24,1/23/2021,54221,38338,72842,59.79,99330,130,4.12,293,181,64798,July,Friday,2020
Display,2019-09-09,2/23/2020,135677,90451,171309,49.48,214569,104,11.34,865,568,184032,September,Monday,2019
Email,2019-06-23,12/5/2019,127529,90172,181632,42.27,258688,233,6.19,1049,731,146931,June,Sunday,2019
Social,2020-03-20,9/10/2020,116664,89560,148481,69.07,182977,130,1.03,459,394,124898,March,Friday,2020
Email,2020-01-25,8/11/2020,176624,132022,231931,64.95,292842,199,6.19,813,632,288824,January,Saturday,2020
Email,2019-02-01,7/21/2019,13098,8997,18655,72.16,22801,277,7.22,52,45,5310,February,Friday,2019
Organic,2020-02-07,8/21/2020,92069,63239,125549,49.48,175008,52,3.09,634,410,52480,February,Friday,2020
Direct,2020-02-14,8/21/2020,148568,103547,193589,65.98,250297,95,2.06,659,586,60944,February,Friday,2020
Email,2020-09-19,3/22/2021,8265,6011,10770,71.13,15557,78,8.25,31,25,2150,September,Saturday,2020
Affiliates,2019-03-16,9/20/2019,15565,11163,20439,68.04,25187,112,7.22,65,59,5487,March,Saturday,2019
Organic,2020-08-16,3/12/2021,158594,115341,211459,73.2,273402,268,12.37,567,498,212646,August,Sunday,2020
Social,2019-01-28,8/4/2019,142664,102315,183013,45.36,240320,259,2.06,1000,697,282285,January,Monday,2019
Direct,2019-10-17,5/10/2020,183948,139355,265703,69.07,378425,216,6.19,822,531,152397,October,Thursday,2019
Display,2020-05-09,12/2/2020,186107,127831,246263,70.1,338301,199,2.06,736,491,188544,May,Saturday,2020
Display,2019-12-19,6/24/2020,189636,139833,270088,43.3,338292,69,11.34,1531,1268,249796,December,Thursday,2019
Referral,2019-08-06,1/20/2020,174366,119767,244817,62.89,328896,78,9.28,909,578,98838,August,Tuesday,2019
Paid Search,2019-01-20,8/7/2019,170754,115561,236296,74.23,291193,181,12.37,609,535,154615,January,Sunday,2019
Display,2019-01-22,9/3/2019,109176,78298,133437,49.48,179264,259,11.34,674,613,160606,January,Tuesday,2019
Social,2019-01-11,8/13/2019,124840,97098,163931,43.3,230166,242,7.22,929,582,228144,January,Friday,2019
Referral,2020-01-07,6/23/2020,139245,101269,173001,52.58,230668,181,5.15,820,704,205568,January,Tuesday,2020
Social,2019-11-13,4/26/2020,103334,73064,147173,59.79,185824,121,9.28,592,502,142568,November,Wednesday,2019
Organic,2019-11-22,5/20/2020,75087,57643,94807,45.36,135986,277,2.06,518,371,157304,November,Friday,2019
Affiliates,2019-08-09,3/13/2020,36530,26198,48338,43.3,60056,138,11.34,274,205,42025,August,Friday,2019
Social,2019-03-14,9/23/2019,116903,80297,160594,49.48,202770,69,12.37,811,492,39852,March,Thursday,2019
Social,2020-04-15,10/17/2020,22611,16444,29006,69.07,39554,251,10.31,90,63,25893,April,Wednesday,2020
Social,2020-12-20,,133975,93377,193519,61.86,267799,52,9.28,738,634,142650,December,Sunday,2020
Paid Search,2020-10-06,5/1/2021,63621,48840,88041,49.48,112052,138,9.28,445,301,80066,October,Tuesday,2020
Referral,2019-11-02,5/20/2020,32591,24032,43784,56.7,57052,190,5.15,190,121,44407,November,Saturday,2019
Direct,2019-10-02,4/27/2020,192136,141676,242596,58.76,333263,69,1.03,1000,626,214718,October,Wednesday,2019
Display,2020-03-02,9/24/2020,72024,48744,99670,55.67,143968,225,9.28,442,353,144377,March,Monday,2020
Direct,2019-08-18,3/7/2020,142223,110618,173828,44.33,235282,277,9.28,968,616,203896,August,Sunday,2019
Direct,2019-09-23,3/30/2020,3259,2304,4675,59.79,6328,173,10.31,19,15,6450,September,Monday,2019
Social,2020-07-30,2/7/2021,105726,79028,148444,42.27,182931,104,7.22,857,701,189971,July,Thursday,2020
Direct,2019-04-19,11/10/2019,157321,120772,206583,51.55,296311,207,8.25,1001,657,122859,April,Friday,2019
Display,2020-10-09,3/31/2021,44221,32607,63428,73.2,90978,164,11.34,170,129,55728,October,Friday,2020
Social,2020-05-02,10/28/2020,117111,89903,164429,67.01,230865,207,1.03,542,350,140000,May,Saturday,2020
Display,2020-04-26,12/3/2020,14540,10134,17918,58.76,22262,86,2.06,74,61,5551,April,Sunday,2020
Paid Search,2019-01-13,8/17/2019,27118,18079,33144,64.95,47540,156,6.19,116,81,15309,January,Sunday,2019
Social,2019-03-28,10/17/2019,101510,72800,140473,71.13,197230,86,11.34,406,287,18942,March,Thursday,2019
Display,2020-06-03,12/28/2020,122651,92917,152385,70.1,198562,147,7.22,456,387,136611,June,Wednesday,2020
Organic,2019-06-19,1/23/2020,35753,26363,48393,73.2,60125,164,6.19,130,101,6767,June,Wednesday,2019
Referral,2019-08-21,2/28/2020,38984,27958,50797,73.2,71321,259,10.31,136,103,17201,August,Wednesday,2019
Referral,2019-04-20,10/22/2019,134177,100294,169415,62.89,213908,199,12.37,629,521,115141,April,Saturday,2019
Paid Search,2020-01-23,8/7/2020,162944,116859,212321,71.13,280950,268,1.03,613,452,166336,January,Thursday,2020
Affiliates,2020-06-19,12/15/2020,151294,102391,212423,48.45,300396,259,10.31,1095,785,337550,June,Friday,2020
Paid Search,2019-01-23,7/18/2019,143165,95443,190887,44.33,237163,104,1.03,1063,956,360412,January,Wednesday,2019
Affiliates,2020-01-30,7/23/2020,65193,46096,94168,67.01,134118,216,6.19,311,283,25187,January,Thursday,2020
Organic,2019-11-11,4/24/2020,116904,89744,142883,44.33,206387,181,7.22,795,578,36414,November,Monday,2019
Social,2019-05-13,12/18/2019,57973,38649,80811,52.58,112646,268,6.19,383,348,143724,May,Monday,2019
Paid Search,2019-08-10,2/10/2020,178170,120580,230361,65.98,311802,52,4.12,784,689,31694,August,Saturday,2019
Organic,2019-08-12,3/21/2020,167018,111345,215942,51.55,283560,60,1.03,1046,898,347526,August,Monday,2019
Referral,2019-04-25,10/17/2019,160345,124713,207315,59.79,280608,130,2.06,834,733,153930,April,Thursday,2019
Paid Search,2020-12-31,,92039,66937,129226,41.24,172301,259,10.31,759,552,145728,December,Thursday,2020
Email,2020-11-28,5/23/2021,146702,105211,179302,53.61,253558,259,9.28,832,571,235823,November,Saturday,2020
Referral,2020-12-11,,169159,119607,244341,45.36,325788,164,7.22,1335,971,387429,December,Friday,2020
Referral,2019-04-17,10/16/2019,61290,47670,78625,48.45,100068,156,1.03,405,278,85346,April,Wednesday,2019
Display,2020-01-10,7/17/2020,142620,100842,198804,69.07,257040,138,11.34,615,547,59623,January,Friday,2020
Email,2019-07-12,12/24/2019,65125,50653,91438,50.52,117299,251,5.15,452,384,59136,July,Friday,2019
Display,2020-12-08,,112753,78585,156032,45.36,222227,259,7.22,853,724,325800,December,Tuesday,2020
Social,2019-11-30,6/30/2020,54931,41614,72132,67.01,99819,78,12.37,238,202,77770,November,Saturday,2019
Email,2020-12-30,,97946,65297,141478,51.55,182921,52,6.19,685,623,259168,December,Wednesday,2020
Email,2020-04-30,10/19/2020,178808,128236,218543,42.27,295806,121,4.12,1262,790,331010,April,Thursday,2020
Organic,2020-07-18,1/6/2021,24733,17488,31478,49.48,40381,112,6.19,159,114,33516,July,Saturday,2020
Display,2019-02-11,7/29/2019,186427,131817,229738,50.52,301676,60,2.06,1137,965,137995,February,Monday,2019
Social,2020-01-16,8/9/2020,153416,110026,196806,54.64,250480,242,2.06,893,658,300048,January,Thursday,2020
Organic,2020-06-18,1/3/2021,196402,148789,283692,55.67,369659,86,10.31,1258,1144,102960,June,Thursday,2020
Direct,2019-05-27,11/30/2019,76259,58542,99368,69.07,131487,225,12.37,307,239,76002,May,Monday,2019
Affiliates,2019-01-12,8/1/2019,142641,110943,194510,48.45,267206,78,11.34,1003,669,291015,January,Saturday,2019
Email,2019-10-13,4/2/2020,163049,115287,204223,53.61,288800,277,11.34,947,679,33271,October,Sunday,2019
Email,2020-05-22,11/17/2020,41540,32309,55387,52.58,73849,251,3.09,263,181,45250,May,Friday,2020
Social,2020-06-30,1/25/2021,148758,100675,205857,55.67,272397,173,12.37,913,729,305451,June,Tuesday,2020
Direct,2019-09-09,3/14/2020,125507,92546,161004,60.82,229309,251,4.12,631,478,217012,September,Monday,2019
Referral,2020-02-03,8/3/2020,72568,50578,91626,45.36,120317,52,1.03,501,390,92820,February,Monday,2020
Direct,2019-04-14,10/23/2019,103730,79631,142498,44.33,194315,130,3.09,793,505,56560,April,Sunday,2019
Affiliates,2020-10-10,4/16/2021,85944,66845,120669,46.39,151141,199,8.25,647,588,144060,October,Saturday,2020
Direct,2019-03-15,9/8/2019,189414,139669,271685,57.73,392434,233,4.12,1148,916,231748,March,Friday,2019
Organic,2020-03-22,10/6/2020,177213,125302,241654,71.13,307560,52,7.22,698,635,248920,March,Sunday,2020
Paid Search,2020-05-19,11/2/2020,59707,44629,76594,69.07,99031,216,3.09,237,206,10506,May,Tuesday,2020
Social,2019-08-21,2/27/2020,93084,72399,123172,55.67,176671,173,3.09,546,381,139827,August,Wednesday,2019
Social,2020-07-15,1/23/2021,62603,48059,84103,55.67,103642,173,10.31,373,339,126108,July,Wednesday,2020
Social,2019-10-01,4/10/2020,126488,93269,171206,43.3,214440,69,10.31,971,775,317750,October,Tuesday,2019
Affiliates,2020-06-15,11/29/2020,91734,65789,123239,70.1,151870,190,9.28,368,323,32946,June,Monday,2020
Social,2019-02-05,9/6/2019,38053,26906,50353,58.76,64594,242,3.09,208,189,52542,February,Tuesday,2019
Social,2019-02-02,7/24/2019,8601,5734,11642,69.07,15640,173,7.22,36,27,3969,February,Saturday,2019
Email,2020-12-08,,94640,66917,119495,61.86,156913,268,1.03,456,313,70738,December,Tuesday,2020
Paid Search,2020-05-30,12/13/2020,65224,47436,92236,41.24,114596,104,10.31,542,367,34498,May,Saturday,2020
Social,2020-12-02,5/25/2021,1070,724,1362,41.24,1733,138,8.25,8,5,305,December,Wednesday,2020
Display,2020-02-29,8/19/2020,139227,95631,178604,49.48,247159,225,2.06,902,610,198860,February,Saturday,2020
Affiliates,2019-12-11,7/20/2020,66139,46765,93530,58.76,123762,277,11.34,386,238,83776,December,Wednesday,2019
Affiliates,2020-12-18,,180683,125931,233610,50.52,335077,147,8.25,1156,747,177039,December,Friday,2020
Email,2020-03-13,9/7/2020,93882,65433,114745,45.36,149516,69,6.19,627,386,120432,March,Friday,2020
Organic,2020-11-11,,67216,48205,88263,41.24,109660,277,6.19,519,351,101088,November,Wednesday,2020
Social,2020-07-31,2/13/2021,175051,123773,252851,57.73,316702,69,6.19,1069,767,161070,July,Friday,2020
Organic,2019-03-09,10/3/2019,175649,127745,237747,63.92,307390,69,5.15,858,728,180544,March,Saturday,2019
Organic,2020-10-23,5/17/2021,182778,127391,236319,44.33,317479,112,7.22,1316,891,165726,October,Friday,2020
Paid Search,2019-04-26,10/18/2019,116955,83877,163028,61.86,210784,277,8.25,622,528,61248,April,Friday,2019
Social,2019-04-29,11/22/2019,98139,72365,133826,71.13,163565,52,4.12,386,277,30470,April,Monday,2019
Email,2019-07-05,1/2/2020,180553,127664,237090,67.01,313725,86,10.31,782,648,198288,July,Friday,2019
Paid Search,2019-04-08,10/6/2019,174480,135707,229115,71.13,298544,190,7.22,661,541,117938,April,Monday,2019
Affiliates,2020-01-09,6/28/2020,118152,82348,153956,63.92,194389,138,4.12,555,364,24752,January,Thursday,2020
Organic,2020-11-25,,60408,45153,78103,53.61,96248,112,3.09,362,322,100464,November,Wednesday,2020
Social,2020-12-12,5/31/2021,197747,145813,265660,50.52,351530,233,9.28,1314,969,334305,December,Saturday,2020
Social,2020-01-23,8/11/2020,197888,139921,263851,73.2,351801,60,4.12,707,643,106738,January,Thursday,2020
Paid Search,2019-03-26,10/5/2019,122008,86268,173769,43.3,222916,268,7.22,985,607,47953,March,Tuesday,2019
Paid Search,2020-09-12,4/19/2021,87727,64688,122286,61.86,170459,268,12.37,466,315,48510,September,Saturday,2020
Direct,2019-06-15,12/8/2019,14918,11151,20493,57.73,28152,242,2.06,87,60,16260,June,Saturday,2019
Direct,2020-08-17,2/4/2021,91852,61235,132675,59.79,187621,95,2.06,533,355,28400,August,Monday,2020
Organic,2020-10-12,4/29/2021,190027,126685,257208,67.01,353336,207,4.12,849,755,162325,October,Monday,2020
Email,2020-03-11,9/11/2020,153319,117699,188939,46.39,251919,156,6.19,1013,921,50655,March,Wednesday,2020
Paid Search,2020-03-16,9/15/2020,107310,80212,152835,70.1,197605,52,10.31,457,342,128592,March,Monday,2020
Display,2020-02-29,9/17/2020,215,103,268,11.94,2001,273,1.87,5,6,456,February,Saturday,2020
Affiliates,2019-07-16,1/8/2020,78125,55240,104956,57.73,141001,147,10.31,444,390,176280,July,Tuesday,2019
Referral,2020-04-19,10/15/2020,117918,83376,163179,57.73,215924,233,8.25,690,558,85374,April,Sunday,2020
Email,2020-12-26,,107906,77387,134065,73.2,178753,104,9.28,359,247,49400,December,Saturday,2020
Direct,2020-07-30,1/11/2021,58754,39763,81900,48.45,110855,60,7.22,422,260,100360,July,Thursday,2020
Organic,2019-10-23,4/7/2020,146112,110691,200720,61.86,275737,112,1.03,766,673,59897,October,Wednesday,2019
Display,2019-08-05,2/25/2020,188260,136916,237702,52.58,324139,268,5.15,1127,842,285438,August,Monday,2019
Email,2020-09-19,3/20/2021,134701,99325,189126,63.92,267451,233,4.12,682,586,251394,September,Saturday,2020
Paid Search,2020-04-11,9/27/2020,80284,58388,115155,65.98,148887,69,5.15,392,297,45441,April,Saturday,2020
Paid Search,2020-08-07,1/20/2021,32661,24083,42228,47.42,56731,233,10.31,222,179,44034,August,Friday,2020
Organic,2020-10-07,5/13/2021,61442,40961,79440,62.89,102710,190,2.06,295,218,17440,October,Wednesday,2020
Email,2019-05-28,11/22/2019,90180,60120,124795,50.52,160091,173,4.12,617,467,85928,May,Tuesday,2019
Display,2020-07-29,3/1/2021,40310,28095,56190,68.04,79461,164,6.19,180,129,31089,July,Wednesday,2020
Social,2019-11-28,5/27/2020,111904,74603,155987,49.48,200105,225,1.03,788,486,123930,November,Thursday,2019
Affiliates,2019-11-15,6/9/2020,191799,131741,247983,68.04,330644,199,1.03,793,569,179235,November,Friday,2019
Display,2019-06-04,12/5/2019,60237,45634,82141,73.2,109521,78,4.12,220,191,86523,June,Tuesday,2019
Display,2019-06-25,1/11/2020,133168,102230,168141,70.1,239474,268,9.28,503,396,157212,June,Tuesday,2019
Paid Search,2020-11-03,4/24/2021,70961,54475,99632,45.36,137875,268,1.03,544,346,71276,November,Tuesday,2020
Referral,2019-11-21,5/26/2020,155480,109935,207307,72.16,286879,225,1.03,577,513,144666,November,Thursday,2019
Direct,2020-11-20,,94609,63073,132835,53.61,170404,259,4.12,616,516,126420,November,Friday,2020
Paid Search,2020-12-15,,153982,115098,191311,72.16,276338,181,5.15,533,371,127624,December,Tuesday,2020
Direct,2020-01-30,8/2/2020,25413,19509,36708,68.04,50427,225,5.15,117,72,15552,January,Thursday,2020
Email,2019-07-15,1/30/2020,149539,110266,216001,71.13,296729,130,8.25,624,441,19845,July,Monday,2019
Affiliates,2020-01-16,8/16/2020,64466,46884,89862,73.2,120724,86,7.22,241,197,80770,January,Thursday,2020
Affiliates,2020-09-27,4/8/2021,76163,50775,93857,47.42,118506,277,11.34,494,429,119262,September,Sunday,2020
Referral,2019-12-20,7/4/2020,124,11,279,34.77,1380,241,4.66,13,13,2672,December,Friday,2019
Social,2020-08-08,3/6/2021,38518,26846,50968,57.73,66928,138,7.22,215,154,36190,August,Saturday,2020
Social,2020-05-13,11/9/2020,189194,128040,231237,57.73,289630,233,3.09,977,641,85894,May,Wednesday,2020
Referral,2020-04-25,11/7/2020,173538,119198,224372,71.13,276499,242,8.25,648,511,206955,April,Saturday,2020
Affiliates,2020-08-30,3/28/2021,126491,89438,167377,44.33,224860,242,2.06,932,584,142496,August,Sunday,2020
